Ticker,Date,RS_Rating,Close,Prev20High,RVOL,OBV_Up,MFI,VolSurge,Tight,BaseWeeks,StrictConfirm,HighQuality,R1,R3,R5,R10
VEDL.NS,2026-01-14,53.4,664.6497802734375,631.94595965377,3.25,True,77.96177093608489,True,True,3,True,False,0.0,-0.14058339215080595,0.13319103270985622,13.40732488235128
VEDL.NS,2026-01-16,53.4,671.4856567382812,668.28901416232,1.58,True,89.38352366115694,True,True,0,True,False,-1.1571749290400057,-0.8861875899924154,0.21238688371467696,-3.2298240413844437
VEDL.NS,2026-01-27,53.4,693.8619384765625,687.5178460135207,1.01,True,79.6728796945526,False,True,1,True,False,4.486492800904696,-3.387914077067733,-4.224253300908476,-2.1688241111152307
VEDL.NS,2026-01-28,53.4,724.9920043945312,695.7306921094357,1.42,True,81.1379030981598,True,True,1,True,False,3.9682549704843417,-10.371721670893297,-6.688373533214309,-4.877217379064236
VEDL.NS,2026-01-29,53.4,753.7615356445312,729.7623718993171,1.48,True,87.94408021868598,True,True,0,True,False,-11.065441722986169,-11.835319101488794,-14.503812219784095,-8.299075219182694
VEDL.NS,2026-04-09,53.4,737.0,735.0,0.93,True,74.14817864523457,False,False,0,True,False,1.1058377766706151,3.9416537032522125,6.852103120759834,-2.1777459691952217
VEDL.NS,2026-04-10,53.4,745.1500244140625,739.0,0.94,True,79.28883851587119,False,False,0,True,False,0.9930836927402709,5.059377298084344,3.4690967911145565,-0.3556363587515543
VEDL.NS,2026-04-13,53.4,752.5499877929688,746.5,0.77,True,84.81330847292737,False,False,1,True,False,1.7939007665911832,4.6442113844862964,1.8935619202907095,-1.760680382024693
VEDL.NS,2026-04-15,53.4,766.0499877929688,754.5999755859375,1.43,True,84.83839316695281,False,False,1,True,False,2.1930667790192704,0.6461735246928946,-1.1813834524091904,0.9855737762911154
VEDL.NS,2026-04-16,53.4,782.8499755859375,768.0,0.91,True,93.14578770934682,False,False,1,True,False,0.593986658884682,-2.050199692598298,-6.035639199533083,-65.312640191408
VGUARD.NS,2025-10-28,93.7,378.3999938964844,377.70001220703125,0.97,True,42.19392337931388,False,False,4,False,True,1.0967214491075516,-4.2679688575529955,-1.3345633917611122,-6.144291853863059
